ff_id,name_en,name_es,equipment,confidence,score,edb_exerciseId,edb_name,gifUrl,alt1_name,alt1_score
ff_back_machine_pullover,Machine Pullover,Pullover en máquina,Machine,high,0.8643,4U7iLb5,lever pullover,https://static.exercisedb.dev/media/4U7iLb5.gif,reverse grip machine lat pulldown,0.8185
ff_back_wide_grip_lat_pulldown_machine,Wide Grip Lat Pulldown Machine,Jalón abierto al pecho en máquina,Machine,high,0.862,ecpY0rH,reverse grip machine lat pulldown,https://static.exercisedb.dev/media/ecpY0rH.gif,twin handle parallel grip lat pulldown,0.6729
ff_shoulders_shoulder_press_machine,Shoulder Press Machine,Press de hombro en máquina,Machine,high,0.8589,67n3r98,lever shoulder press,https://static.exercisedb.dev/media/67n3r98.gif,lever shoulder press v. 2,0.8338
ff_legs_lying_leg_curl_machine,Lying Leg Curl Machine,Curl femoral acostado en máquina,Machine,high,0.8589,17lJ1kr,lever lying leg curl,https://static.exercisedb.dev/media/17lJ1kr.gif,lever kneeling leg curl,0.8146
ff_triceps_ez_bar_skull_crusher,EZ Bar Skull Crusher,Rompecráneos con barra EZ,Barbell,high,0.8589,h8LFzo9,barbell lying triceps extension skull crusher,https://static.exercisedb.dev/media/h8LFzo9.gif,barbell reverse grip skullcrusher,0.8133
ff_back_close_grip_lat_pulldown_machine,Close Grip Lat Pulldown Machine,Jalón cerrado al pecho en máquina,Machine,high,0.8531,ecpY0rH,reverse grip machine lat pulldown,https://static.exercisedb.dev/media/ecpY0rH.gif,assisted parallel close grip pull-up,0.7652
ff_legs_leg_extension_machine,Leg Extension Machine,Extensión de piernas en máquina,Machine,high,0.8529,my33uHU,lever leg extension,https://static.exercisedb.dev/media/my33uHU.gif,lever seated squat calf raise on leg press machine,0.7893
ff_biceps_preacher_curl_machine,Preacher Curl Machine,Curl predicador en máquina,Machine,high,0.8529,b6hQYMb,lever preacher curl,https://static.exercisedb.dev/media/b6hQYMb.gif,lever hammer grip preacher curl,0.8266
ff_glutes_donkey_kick,Donkey Kick,Patada de burro,Bodyweight,high,0.8482,u5ESqzH,donkey calf raise,https://static.exercisedb.dev/media/u5ESqzH.gif,push-up inside leg kick,0.8167
ff_back_chest_supported_dumbbell_row,Chest Supported Dumbbell Row,Remo con mancuernas pecho apoyado,Dumbbell,high,0.846,BJ0Hz5L,dumbbell bent over row,https://static.exercisedb.dev/media/BJ0Hz5L.gif,dumbbell shrug,0.8159
ff_triceps_straight_bar_pushdown,Straight Bar Pushdown,Jalón de tríceps con barra recta,Cable,high,0.846,3ZflifB,cable pushdown,https://static.exercisedb.dev/media/3ZflifB.gif,cable pushdown (straight arm) v. 2,0.8331
ff_legs_hack_squat_machine,Hack Squat Machine,Hack squat en máquina,Machine,high,0.8453,IeDEXTe,lever seated squat calf raise on leg press machine,https://static.exercisedb.dev/media/IeDEXTe.gif,sled hack squat,0.8085
ff_legs_belt_squat_machine,Belt Squat Machine,Sentadilla con cinturón en máquina,Machine,high,0.8453,IeDEXTe,lever seated squat calf raise on leg press machine,https://static.exercisedb.dev/media/IeDEXTe.gif,sled lying squat,0.707
ff_calves_toe_walk,Toe Walk,Caminata en puntas,Bodyweight,high,0.8429,PzNxakt,calf push stretch with hands against wall,https://static.exercisedb.dev/media/PzNxakt.gif,calf stretch with hands against wall,0.8429
ff_glutes_curtsy_lunge,Curtsy Lunge,Zancada cruzada,Bodyweight,high,0.835,gUjqdei,curtsey squat,https://static.exercisedb.dev/media/gUjqdei.gif,weighted stretch lunge,0.7993
ff_triceps_assisted_dip_machine,Assisted Dip Machine,Fondos asistidos en máquina,Machine,medium,0.8185,J60bN17,assisted triceps dip (kneeling),https://static.exercisedb.dev/media/J60bN17.gif,assisted chest dip (kneeling),0.7535
ff_legs_walking_lunge,Walking Lunge,Zancada caminando,Dumbbell,medium,0.8167,IZVHb27,walking lunge,https://static.exercisedb.dev/media/IZVHb27.gif,walking high knees lunge,0.7517
ff_legs_bulgarian_split_squat,Bulgarian Split Squat,Sentadilla búlgara,Dumbbell,medium,0.8146,QjE2DcA,dumbbell step-up split squat,https://static.exercisedb.dev/media/QjE2DcA.gif,split squats,0.7928
ff_glutes_smith_machine_hip_thrust,Smith Machine Hip Thrust,Hip thrust en máquina Smith,Smith Machine,medium,0.8113,jFtipLl,smith squat,https://static.exercisedb.dev/media/jFtipLl.gif,smith machine bicep curl,0.7802
ff_back_high_row_machine,High Row Machine,Remo alto en máquina,Machine,medium,0.806,nZZZy9m,lever high row,https://static.exercisedb.dev/media/nZZZy9m.gif,reverse grip machine lat pulldown,0.6898
ff_glutes_reverse_hyper_machine,Reverse Hyper Machine,Reverse hyper en máquina,Machine,medium,0.8005,ecpY0rH,reverse grip machine lat pulldown,https://static.exercisedb.dev/media/ecpY0rH.gif,lever reverse hyperextension,0.7816
ff_shoulders_reverse_pec_deck_machine,Reverse Pec Deck Machine,Pec Deck invertido,Machine,medium,0.7957,ecpY0rH,reverse grip machine lat pulldown,https://static.exercisedb.dev/media/ecpY0rH.gif,lever shoulder press,0.692
ff_legs_pendulum_squat_machine,Pendulum Squat Machine,Sentadilla péndulo en máquina,Machine,medium,0.7926,IeDEXTe,lever seated squat calf raise on leg press machine,https://static.exercisedb.dev/media/IeDEXTe.gif,sled lying squat,0.6985
ff_glutes_frog_pump,Frog Pump,Frog pump,Bodyweight,medium,0.7885,2Dk4xQV,rocking frog stretch,https://static.exercisedb.dev/media/2Dk4xQV.gif,frog planche,0.7821
ff_calves_jump_rope,Jump Rope,Saltar cuerda,Bodyweight,medium,0.7779,LIlE5Tn,jump squat,https://static.exercisedb.dev/media/LIlE5Tn.gif,jump squat v. 2,0.7779
ff_calves_pogo_jump,Pogo Jump,Saltos pogo,Bodyweight,medium,0.7779,uZKq7lo,forward jump,https://static.exercisedb.dev/media/uZKq7lo.gif,lunge with jump,0.7779
ff_chest_pec_deck_fly_machine,Pec Deck Fly Machine,Aperturas en Pec Deck,Machine,medium,0.7678,wDN97Ca,machine inner chest press,https://static.exercisedb.dev/media/wDN97Ca.gif,lever decline chest press,0.64
ff_legs_standing_leg_curl_machine,Standing Leg Curl Machine,Curl femoral de pie en máquina,Machine,medium,0.7599,6MaEjVA,smith standing leg calf raise,https://static.exercisedb.dev/media/6MaEjVA.gif,lever standing calf raise,0.742
ff_back_chest_supported_row_machine,Chest Supported Row Machine,Remo con pecho apoyado en máquina,Machine,medium,0.734,wDN97Ca,machine inner chest press,https://static.exercisedb.dev/media/wDN97Ca.gif,lever t bar row,0.6627
ff_glutes_hip_abductor_machine,Hip Abductor Machine,Abducción de cadera en máquina,Machine,medium,0.7309,CHpahtl,lever seated hip abduction,https://static.exercisedb.dev/media/CHpahtl.gif,lever seated hip adduction,0.6976
ff_legs_reverse_lunge,Reverse Lunge,Zancada inversa,Dumbbell,medium,0.7264,SSsBDwB,dumbbell rear lunge,https://static.exercisedb.dev/media/SSsBDwB.gif,barbell lunge,0.7203
ff_glutes_glute_drive_machine,Glute Drive Machine,Glute drive en máquina,Machine,medium,0.7162,IeDEXTe,lever seated squat calf raise on leg press machine,https://static.exercisedb.dev/media/IeDEXTe.gif,lever hip extension v. 2,0.6993
ff_glutes_hip_thrust_machine,Hip Thrust Machine,Hip thrust en máquina,Machine,medium,0.7093,IeDEXTe,lever seated squat calf raise on leg press machine,https://static.exercisedb.dev/media/IeDEXTe.gif,machine inner chest press,0.6721
ff_back_meadows_row,Meadows Row,Remo Meadows,Barbell,low,0.636,X3cqyXz,lever bent over row,https://static.exercisedb.dev/media/X3cqyXz.gif,medicine ball catch and overhead throw,0.6293
ff_shoulders_face_pull,Face Pull,Face pull en polea,Cable,low,0.617,RVwzP10,cable pulldown,https://static.exercisedb.dev/media/RVwzP10.gif,cable pulldown (pro lat bar),0.617
ff_shoulders_wall_walk,Wall Walk,Caminata de pared,Bodyweight,low,0.586,NCmbLCw,push-up (wall) v. 2,https://static.exercisedb.dev/media/NCmbLCw.gif,full maltese,0.571
ff_glutes_fire_hydrant,Fire Hydrant,Fire hydrant,Bodyweight,low,0.5802,OrETs32,reverse hyper on flat bench,https://static.exercisedb.dev/media/OrETs32.gif,side lying hip adduction (male),0.5653
